Customer_ID,Customer_Segment,Churn_Risk,Purchased_Product,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommended_Action
820,Premium Customer,No,Sunglasses,Gloves,Jewelry,Belt,Hat,Backpack,Upsell premium / new arrivals
821,Regular Customer,No,Sneakers,Shoes,Boots,Sandals,,,Standard product recommendation
822,Regular Customer,No,Hoodie,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
823,High-Value New Customer,No,Shirt,Pants,Sweater,Jeans,Skirt,Hoodie,Standard product recommendation
824,Regular Customer,No,Sunglasses,Scarf,Handbag,Backpack,Belt,Gloves,Standard product recommendation
825,Premium Customer,No,Blouse,Pants,Skirt,Sweater,Dress,Shirt,Upsell premium / new arrivals
826,Budget Happy Customer,No,Belt,Sunglasses,Hat,Scarf,Backpack,Gloves,Standard product recommendation
827,Premium Customer,No,Dress,Pants,Skirt,Sweater,Blouse,Shirt,Upsell premium / new arrivals
828,At-Risk Customer,No,Shoes,Boots,Sandals,Sneakers,,,Standard product recommendation
829,At-Risk Customer,No,Socks,Shorts,Dress,T-shirt,Sweater,Jeans,Standard product recommendation
830,Loyal Customer,No,Socks,Hoodie,Shirt,Sweater,Shorts,Pants,Upsell premium / new arrivals
831,High-Value New Customer,Yes,Shorts,Jeans,Sweater,Dress,T-shirt,Shirt,Send win-back discount
832,Premium Customer,No,Gloves,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
833,Budget Happy Customer,No,Jacket,Coat,,,,,Standard product recommendation
834,High-Value New Customer,No,Handbag,Sunglasses,Scarf,Belt,Gloves,Backpack,Standard product recommendation
835,Budget Happy Customer,No,Backpack,Belt,Sunglasses,Hat,Scarf,Gloves,Standard product recommendation
836,Regular Customer,No,Boots,Shoes,Sandals,Sneakers,,,Standard product recommendation
837,Budget Happy Customer,No,Gloves,Belt,Sunglasses,Hat,Scarf,Backpack,Standard product recommendation
838,At-Risk Customer,No,Hoodie,T-shirt,Shorts,Pants,Sweater,Dress,Standard product recommendation
839,High-Value New Customer,No,Coat,Jacket,,,,,Standard product recommendation
840,Regular Customer,No,Shirt,T-shirt,Socks,Dress,Pants,Hoodie,Standard product recommendation
841,Loyal Customer,No,Shirt,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
842,Budget Happy Customer,No,Sweater,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
843,Premium Customer,No,Shirt,Pants,Skirt,Sweater,Blouse,Dress,Upsell premium / new arrivals
844,Budget Happy Customer,No,Hoodie,Dress,Skirt,Shorts,Sweater,Jeans,Standard product recommendation
845,Premium Customer,No,Sandals,Boots,Sneakers,Shoes,,,Upsell premium / new arrivals
846,At-Risk Customer,No,Belt,Backpack,Hat,Gloves,Sunglasses,Scarf,Standard product recommendation
847,Premium Customer,No,Boots,Sandals,Sneakers,Shoes,,,Upsell premium / new arrivals
848,Regular Customer,No,Hoodie,Skirt,Dress,Sweater,Shorts,Jeans,Standard product recommendation
849,Premium Customer,No,Sandals,Boots,Sneakers,Shoes,,,Upsell premium / new arrivals
850,At-Risk Customer,No,Jeans,T-shirt,Sweater,Dress,Shirt,Skirt,Standard product recommendation
851,Regular Customer,No,Shoes,Boots,Sandals,Sneakers,,,Standard product recommendation
852,Budget Happy Customer,No,Sandals,Sneakers,Shoes,Boots,,,Standard product recommendation
853,Loyal Customer,No,Dress,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
854,Regular Customer,No,Hat,Backpack,Jewelry,Scarf,Sunglasses,Gloves,Standard product recommendation
855,Loyal Customer,No,Pants,Dress,Sweater,Skirt,Jeans,Shirt,Upsell premium / new arrivals
856,Budget Happy Customer,No,Socks,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
857,Regular Customer,No,Shirt,Blouse,Skirt,Sweater,T-shirt,Dress,Standard product recommendation
858,At-Risk Customer,No,Shorts,Dress,T-shirt,Sweater,Jeans,Shirt,Standard product recommendation
859,At-Risk Customer,Yes,Jacket,Coat,,,,,Send win-back discount
860,Loyal Customer,No,Hoodie,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
861,Loyal Customer,No,Shoes,Sandals,Sneakers,Boots,,,Upsell premium / new arrivals
862,Premium Customer,No,Skirt,Pants,Sweater,Blouse,Dress,Shirt,Upsell premium / new arrivals
863,Loyal Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
864,Regular Customer,No,Sneakers,Boots,Shoes,Sandals,,,Standard product recommendation
865,High-Value New Customer,Yes,Jeans,Socks,Hoodie,Skirt,Shirt,Sweater,Send win-back discount
866,High-Value New Customer,No,Blouse,Pants,Dress,Shirt,Jeans,Sweater,Standard product recommendation
867,Budget Happy Customer,No,Sunglasses,Handbag,Gloves,Belt,Backpack,Hat,Standard product recommendation
868,Regular Customer,No,Jacket,Coat,,,,,Standard product recommendation
869,Budget Happy Customer,No,Dress,Skirt,Shorts,Sweater,Jeans,Shirt,Standard product recommendation
870,Budget Happy Customer,No,Hat,Handbag,Gloves,Belt,Backpack,Sunglasses,Standard product recommendation
871,Budget Happy Customer,No,Hoodie,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
872,Regular Customer,No,Handbag,Scarf,Backpack,Belt,Sunglasses,Gloves,Standard product recommendation
873,Regular Customer,No,Jeans,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
874,Premium Customer,No,Boots,Sandals,Sneakers,Shoes,,,Upsell premium / new arrivals
875,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
876,Loyal Customer,No,Sandals,Shoes,Boots,Sneakers,,,Upsell premium / new arrivals
877,Loyal Customer,No,Belt,Backpack,Hat,Gloves,Scarf,Handbag,Upsell premium / new arrivals
878,Premium Customer,No,Handbag,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
879,At-Risk Customer,No,Sunglasses,Gloves,Scarf,Belt,Handbag,Jewelry,Standard product recommendation
880,Premium Customer,No,Skirt,Pants,Hoodie,Socks,T-shirt,Jeans,Upsell premium / new arrivals
881,Budget Happy Customer,No,Backpack,Hat,Sunglasses,Jewelry,Handbag,Belt,Standard product recommendation
882,High-Value New Customer,No,Sandals,Sneakers,Boots,Shoes,Jeans,Sweater,Standard product recommendation
883,Regular Customer,No,Boots,Sneakers,Shoes,Sandals,,,Standard product recommendation
884,At-Risk Customer,No,Sneakers,Boots,Shoes,Sandals,,,Standard product recommendation
885,Premium Customer,No,Skirt,Jeans,Pants,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
886,Premium Customer,No,Dress,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
887,At-Risk Customer,No,Shorts,Dress,T-shirt,Sweater,Jeans,Shirt,Standard product recommendation
888,Regular Customer,No,Handbag,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
889,High-Value New Customer,No,Scarf,Sunglasses,Belt,Handbag,Gloves,Backpack,Standard product recommendation
890,Budget Happy Customer,No,Belt,Backpack,Gloves,Jewelry,Handbag,Hat,Standard product recommendation
891,At-Risk Customer,No,Gloves,Backpack,Sunglasses,Hat,Scarf,Jewelry,Standard product recommendation
892,Loyal Customer,No,Skirt,Shorts,Blouse,Pants,Jeans,Hoodie,Upsell premium / new arrivals
893,At-Risk Customer,No,Shorts,Shirt,Pants,Dress,Sweater,T-shirt,Standard product recommendation
894,Loyal Customer,No,Backpack,Gloves,Hat,Handbag,Belt,Jewelry,Upsell premium / new arrivals
895,Loyal Customer,No,Hoodie,Shirt,Sweater,Shorts,Socks,Pants,Upsell premium / new arrivals
896,Premium Customer,No,Hat,Jewelry,Belt,Scarf,Sunglasses,Gloves,Upsell premium / new arrivals
897,Regular Customer,No,Jewelry,Backpack,Scarf,Sunglasses,Hat,Gloves,Standard product recommendation
898,At-Risk Customer,No,Shirt,Sweater,Blouse,T-shirt,Pants,Hoodie,Standard product recommendation
899,Budget Happy Customer,No,Belt,Hat,Sunglasses,Backpack,Jewelry,Handbag,Standard product recommendation
900,High-Value New Customer,No,Sweater,Jeans,Pants,Socks,Dress,Shorts,Standard product recommendation
901,Premium Customer,No,Hat,Sunglasses,Handbag,Scarf,Gloves,Jewelry,Upsell premium / new arrivals
902,Premium Customer,No,Scarf,Jewelry,Belt,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
903,Budget Happy Customer,No,Hat,Scarf,Sunglasses,Handbag,Gloves,Belt,Standard product recommendation
904,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
905,Premium Customer,No,T-shirt,Socks,Shirt,Pants,Skirt,Sweater,Upsell premium / new arrivals
906,High-Value New Customer,No,Dress,Sweater,Socks,Jeans,T-shirt,Blouse,Standard product recommendation
907,Loyal Customer,No,Pants,Shorts,T-shirt,Sweater,Jeans,Shirt,Upsell premium / new arrivals
908,At-Risk Customer,No,Sweater,T-shirt,Shorts,Pants,Hoodie,Dress,Standard product recommendation
909,Budget Happy Customer,No,Sunglasses,Belt,Hat,Scarf,Backpack,Gloves,Standard product recommendation
910,Regular Customer,No,Belt,Jewelry,Handbag,Sunglasses,Backpack,Scarf,Standard product recommendation
911,Regular Customer,No,Hoodie,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
912,Budget Happy Customer,No,Pants,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
913,At-Risk Customer,No,Hoodie,Shorts,Dress,T-shirt,Sweater,Jeans,Standard product recommendation
914,Budget Happy Customer,No,Sneakers,Sandals,Boots,Shoes,,,Standard product recommendation
915,Premium Customer,No,Dress,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
916,Regular Customer,No,Dress,T-shirt,Shirt,Socks,Pants,Hoodie,Standard product recommendation
917,Regular Customer,No,Jeans,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
918,Premium Customer,No,Sweater,Hoodie,Blouse,Shirt,T-shirt,Jeans,Upsell premium / new arrivals
919,Regular Customer,No,Shorts,Hoodie,Skirt,Dress,Sweater,Jeans,Standard product recommendation
920,Budget Happy Customer,No,Shirt,Pants,T-shirt,Socks,Shorts,Skirt,Standard product recommendation
921,At-Risk Customer,No,Belt,Gloves,Scarf,Sunglasses,Handbag,Jewelry,Standard product recommendation
922,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
923,Premium Customer,No,Sneakers,Sandals,Boots,Shoes,,,Upsell premium / new arrivals
924,Loyal Customer,No,Shirt,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
925,Budget Happy Customer,No,Socks,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
926,Loyal Customer,No,Jeans,Blouse,Socks,Sweater,Hoodie,Pants,Upsell premium / new arrivals
927,Premium Customer,No,Jeans,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
928,Loyal Customer,No,Sneakers,Shoes,Boots,Sandals,,,Upsell premium / new arrivals
929,Regular Customer,No,Dress,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
930,Premium Customer,No,Boots,Sandals,Shoes,Sneakers,,,Upsell premium / new arrivals
931,Loyal Customer,No,T-shirt,Pants,Shorts,Sweater,Jeans,Shirt,Upsell premium / new arrivals
932,Loyal Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
933,Regular Customer,No,Skirt,Blouse,Shirt,Sweater,T-shirt,Dress,Standard product recommendation
934,Budget Happy Customer,No,Sneakers,Sandals,Shoes,Boots,,,Standard product recommendation
935,Regular Customer,No,Jeans,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
936,Budget Happy Customer,No,Hoodie,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
937,Budget Happy Customer,No,Shoes,Sandals,Sneakers,Boots,,,Standard product recommendation
938,Regular Customer,No,Shorts,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
939,Premium Customer,No,Blouse,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
940,At-Risk Customer,No,T-shirt,Sweater,Hoodie,Socks,Pants,Dress,Standard product recommendation
941,Regular Customer,No,Belt,Scarf,Handbag,Backpack,Sunglasses,Gloves,Standard product recommendation
942,At-Risk Customer,No,Handbag,Belt,Backpack,Gloves,Hat,Sunglasses,Standard product recommendation
943,Budget Happy Customer,No,Dress,Skirt,Shorts,Sweater,Jeans,Shirt,Standard product recommendation
944,Loyal Customer,No,Hat,Belt,Backpack,Gloves,Scarf,Handbag,Upsell premium / new arrivals
945,Premium Customer,No,Belt,Sunglasses,Scarf,Hat,Gloves,Backpack,Upsell premium / new arrivals
946,Loyal Customer,No,Boots,Shoes,Sandals,Sneakers,,,Upsell premium / new arrivals
947,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
948,Loyal Customer,No,Blouse,Shorts,Skirt,Pants,Jeans,Hoodie,Upsell premium / new arrivals
949,Premium Customer,No,Hat,Sunglasses,Scarf,Gloves,Belt,Backpack,Upsell premium / new arrivals
950,At-Risk Customer,Yes,Jeans,Socks,Sweater,Hoodie,Pants,Dress,Send win-back discount
951,Regular Customer,No,Backpack,Jewelry,Scarf,Sunglasses,Hat,Gloves,Standard product recommendation
952,Regular Customer,No,Dress,Pants,Sweater,Jeans,T-shirt,Shirt,Standard product recommendation
953,Budget Happy Customer,No,Hat,Sunglasses,Backpack,Jewelry,Handbag,Belt,Standard product recommendation
954,Regular Customer,No,Sunglasses,Belt,Hat,Handbag,Gloves,Jewelry,Standard product recommendation
955,Premium Customer,No,Hat,Scarf,Jewelry,Belt,Sunglasses,Gloves,Upsell premium / new arrivals
956,Budget Happy Customer,No,Dress,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
957,Budget Happy Customer,No,Shirt,Pants,T-shirt,Socks,Shorts,Skirt,Standard product recommendation
958,Loyal Customer,No,Scarf,Jewelry,Sunglasses,Gloves,Handbag,Belt,Upsell premium / new arrivals
959,Premium Customer,No,Sneakers,Sandals,Boots,Shoes,,,Upsell premium / new arrivals
960,Budget Happy Customer,No,Skirt,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
961,Loyal Customer,No,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Belt,Upsell premium / new arrivals
962,Premium Customer,No,Boots,Sandals,Sneakers,Shoes,,,Upsell premium / new arrivals
963,At-Risk Customer,No,Sunglasses,Backpack,Gloves,Hat,Scarf,Jewelry,Standard product recommendation
964,Budget Happy Customer,No,Boots,Sandals,Shoes,Sneakers,,,Standard product recommendation
965,Budget Happy Customer,No,Sandals,Boots,Shoes,Sneakers,,,Standard product recommendation
966,High-Value New Customer,No,Boots,Sneakers,Shoes,Sandals,,,Standard product recommendation
967,High-Value New Customer,No,Dress,Jeans,Pants,Sweater,Socks,Shorts,Standard product recommendation
968,Loyal Customer,No,Hoodie,Shorts,Blouse,Skirt,Pants,Jeans,Upsell premium / new arrivals
969,Regular Customer,No,Shorts,Shirt,Hoodie,Socks,Pants,T-shirt,Standard product recommendation
970,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
971,Loyal Customer,No,Jeans,Pants,Shorts,T-shirt,Sweater,Shirt,Upsell premium / new arrivals
972,Premium Customer,No,Sunglasses,Jewelry,Belt,Scarf,Hat,Gloves,Upsell premium / new arrivals
973,Regular Customer,No,Sneakers,Shoes,Sandals,Boots,,,Standard product recommendation
974,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
975,Premium Customer,No,Skirt,Pants,Sweater,Blouse,Dress,Shirt,Upsell premium / new arrivals
976,Loyal Customer,No,Sweater,Shorts,Blouse,Skirt,Pants,Jeans,Upsell premium / new arrivals
977,At-Risk Customer,No,T-shirt,Shirt,Sweater,Blouse,Pants,Hoodie,Standard product recommendation
978,At-Risk Customer,No,Belt,Backpack,Gloves,Hat,Handbag,Sunglasses,Standard product recommendation
979,Regular Customer,No,Gloves,Scarf,Handbag,Backpack,Belt,Sunglasses,Standard product recommendation
980,Regular Customer,No,Hat,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
981,Premium Customer,No,Boots,Sandals,Shoes,Sneakers,,,Upsell premium / new arrivals
982,At-Risk Customer,No,Belt,Backpack,Hat,Gloves,Sunglasses,Scarf,Standard product recommendation
983,At-Risk Customer,No,Coat,Jacket,,,,,Standard product recommendation
984,At-Risk Customer,No,Hat,Backpack,Belt,Gloves,Sunglasses,Scarf,Standard product recommendation
985,Budget Happy Customer,No,Shoes,Sneakers,Boots,Sandals,,,Standard product recommendation
986,High-Value New Customer,No,Handbag,Scarf,Hat,Jewelry,Belt,Backpack,Standard product recommendation
987,Premium Customer,No,Scarf,Sunglasses,Hat,Gloves,Belt,Backpack,Upsell premium / new arrivals
988,Regular Customer,No,Handbag,Scarf,Backpack,Belt,Sunglasses,Gloves,Standard product recommendation
989,Premium Customer,No,Pants,Skirt,Jeans,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
990,Regular Customer,No,Shoes,Sneakers,Boots,Sandals,,,Standard product recommendation
991,Premium Customer,No,Sunglasses,Jewelry,Belt,Scarf,Hat,Gloves,Upsell premium / new arrivals
992,Budget Happy Customer,No,Shorts,Pants,T-shirt,Socks,Shirt,Skirt,Standard product recommendation
993,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
994,Premium Customer,No,Sandals,Boots,Shoes,Sneakers,,,Upsell premium / new arrivals
995,Budget Happy Customer,No,Shoes,Sneakers,Boots,Sandals,,,Standard product recommendation
996,Budget Happy Customer,No,Jewelry,Belt,Sunglasses,Hat,Scarf,Backpack,Standard product recommendation
997,At-Risk Customer,No,Sandals,Sneakers,Boots,Shoes,,,Standard product recommendation
998,Regular Customer,No,Pants,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
999,Premium Customer,No,Shoes,Sandals,Boots,Sneakers,,,Upsell premium / new arrivals
1000,Regular Customer,No,Socks,T-shirt,Shirt,Dress,Pants,Hoodie,Standard product recommendation
1001,Loyal Customer,No,Socks,Shorts,Blouse,Skirt,Pants,Jeans,Upsell premium / new arrivals
1002,Budget Happy Customer,No,Dress,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
1003,Budget Happy Customer,No,Shoes,Sneakers,Boots,Sandals,,,Standard product recommendation
1004,Premium Customer,No,Hat,Jewelry,Belt,Scarf,Sunglasses,Gloves,Upsell premium / new arrivals
1005,High-Value New Customer,No,Backpack,Handbag,Scarf,Jewelry,Gloves,Sunglasses,Standard product recommendation
1006,Budget Happy Customer,No,Backpack,Belt,Sunglasses,Hat,Scarf,Gloves,Standard product recommendation
1007,At-Risk Customer,No,Pants,Sweater,Hoodie,Socks,T-shirt,Dress,Standard product recommendation
1008,High-Value New Customer,Yes,Gloves,Handbag,Jewelry,Sunglasses,Scarf,Belt,Send win-back discount
1009,High-Value New Customer,No,Scarf,Gloves,Sunglasses,Backpack,Handbag,Jewelry,Standard product recommendation
1010,High-Value New Customer,Yes,Hoodie,Pants,Sweater,Shirt,Blouse,Socks,Send win-back discount
1011,Regular Customer,No,Jeans,Hoodie,Skirt,Dress,Sweater,Shorts,Standard product recommendation
1012,Regular Customer,No,Backpack,Scarf,Handbag,Belt,Sunglasses,Gloves,Standard product recommendation
1013,High-Value New Customer,No,Sandals,Shoes,Sneakers,Boots,,,Standard product recommendation
1014,Premium Customer,No,Belt,Hat,Scarf,Jewelry,Sunglasses,Gloves,Upsell premium / new arrivals
1015,Budget Happy Customer,No,Shoes,Sandals,Sneakers,Boots,,,Standard product recommendation
1016,Regular Customer,No,Gloves,Backpack,Jewelry,Scarf,Sunglasses,Hat,Standard product recommendation
1017,Loyal Customer,No,Belt,Gloves,Handbag,Jewelry,Hat,Scarf,Upsell premium / new arrivals
1018,High-Value New Customer,No,Jacket,Coat,Jeans,Sweater,Socks,Dress,Standard product recommendation
1019,Premium Customer,No,Dress,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
1020,Budget Happy Customer,No,Shirt,Blouse,Sweater,Shorts,Jeans,Hoodie,Standard product recommendation
1021,High-Value New Customer,No,Scarf,Hat,Jewelry,Handbag,Belt,Backpack,Standard product recommendation
1022,Premium Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
1023,High-Value New Customer,Yes,Handbag,Belt,Hat,Backpack,Jewelry,Scarf,Send win-back discount
1024,Premium Customer,No,Sunglasses,Hat,Scarf,Jewelry,Belt,Gloves,Upsell premium / new arrivals
1025,Budget Happy Customer,No,T-shirt,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
1026,High-Value New Customer,No,Shirt,Hoodie,T-shirt,Dress,Sweater,Socks,Standard product recommendation
1027,Budget Happy Customer,No,Handbag,Belt,Sunglasses,Hat,Scarf,Backpack,Standard product recommendation
1028,Budget Happy Customer,No,Jewelry,Backpack,Gloves,Handbag,Hat,Belt,Standard product recommendation
1029,Loyal Customer,No,Hoodie,Shorts,Blouse,Skirt,Pants,Jeans,Upsell premium / new arrivals
1030,At-Risk Customer,No,Gloves,Backpack,Belt,Hat,Sunglasses,Scarf,Standard product recommendation
1031,Premium Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
1032,At-Risk Customer,No,Sandals,Sneakers,Shoes,Boots,,,Standard product recommendation
1033,Regular Customer,No,Boots,Sandals,Sneakers,Shoes,,,Standard product recommendation
1034,At-Risk Customer,No,Pants,T-shirt,Sweater,Dress,Shirt,Skirt,Standard product recommendation
1035,Regular Customer,No,Socks,Hoodie,Skirt,Dress,Sweater,Shorts,Standard product recommendation
1036,High-Value New Customer,No,Blouse,Shorts,Hoodie,Skirt,T-shirt,Shirt,Standard product recommendation
1037,Regular Customer,No,Handbag,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
1038,Regular Customer,No,Jewelry,Gloves,Backpack,Scarf,Sunglasses,Handbag,Standard product recommendation
1039,Budget Happy Customer,No,Pants,Jeans,Skirt,Hoodie,Shorts,Sweater,Standard product recommendation
1040,At-Risk Customer,No,Belt,Backpack,Gloves,Hat,Handbag,Sunglasses,Standard product recommendation
1041,Regular Customer,No,Jeans,Hoodie,Skirt,Dress,Sweater,Shorts,Standard product recommendation
1042,Loyal Customer,No,Shirt,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
1043,Premium Customer,No,Belt,Sunglasses,Scarf,Hat,Gloves,Backpack,Upsell premium / new arrivals
1044,Budget Happy Customer,No,Jeans,Pants,Skirt,Hoodie,Shorts,Sweater,Standard product recommendation
1045,Loyal Customer,No,Jeans,Dress,Sweater,Pants,Skirt,Shirt,Upsell premium / new arrivals
1046,Budget Happy Customer,No,Sweater,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
1047,High-Value New Customer,No,Sneakers,Boots,Shoes,Sandals,,,Standard product recommendation
1048,Loyal Customer,No,Socks,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
1049,Budget Happy Customer,No,Socks,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
1050,Regular Customer,No,Sunglasses,Scarf,Handbag,Backpack,Belt,Gloves,Standard product recommendation
1051,Premium Customer,No,Sneakers,Boots,Sandals,Shoes,,,Upsell premium / new arrivals
1052,High-Value New Customer,No,Socks,Sweater,Jeans,Dress,T-shirt,Blouse,Standard product recommendation
1053,Regular Customer,No,Shoes,Sneakers,Boots,Sandals,,,Standard product recommendation
1054,Budget Happy Customer,No,Blouse,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
1055,At-Risk Customer,Yes,Shorts,Dress,Blouse,Sweater,Shirt,Hoodie,Send win-back discount
1056,High-Value New Customer,Yes,Jacket,Coat,,,,,Send win-back discount
1057,At-Risk Customer,Yes,Sweater,T-shirt,Shorts,Socks,Pants,Blouse,Send win-back discount
1058,Regular Customer,No,Jacket,Coat,,,,,Standard product recommendation
1059,At-Risk Customer,Yes,Scarf,Belt,Gloves,Handbag,Hat,Jewelry,Send win-back discount
1060,Budget Happy Customer,No,Jacket,Coat,Jeans,Hoodie,Sweater,Dress,Standard product recommendation
1061,Budget Happy Customer,No,Sweater,Hoodie,Dress,Pants,Socks,Jeans,Standard product recommendation
1062,Loyal Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
1063,Budget Happy Customer,No,Boots,Sandals,Shoes,Sneakers,,,Standard product recommendation
1064,Regular Customer,No,Hoodie,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
1065,At-Risk Customer,Yes,Hat,Belt,Gloves,Handbag,Scarf,Jewelry,Send win-back discount
1066,Loyal Customer,Yes,T-shirt,Pants,Hoodie,Shirt,Sweater,Skirt,Priority retention offer (high-value customer at risk)
1067,Premium Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
1068,Budget Happy Customer,No,Dress,Hoodie,Sweater,Pants,Socks,Jeans,Standard product recommendation
1069,Budget Happy Customer,No,Shirt,Pants,T-shirt,Socks,Shorts,Skirt,Standard product recommendation
1070,Premium Customer,No,Skirt,Jeans,Pants,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
1071,At-Risk Customer,Yes,Jewelry,Backpack,Scarf,Belt,Sunglasses,Gloves,Send win-back discount
1072,Budget Happy Customer,No,Hat,Backpack,Gloves,Jewelry,Handbag,Belt,Standard product recommendation
1073,Premium Customer,No,Shorts,Pants,Skirt,Sweater,Blouse,Dress,Upsell premium / new arrivals
1074,At-Risk Customer,Yes,Scarf,Handbag,Belt,Jewelry,Hat,Gloves,Send win-back discount
1075,Budget Happy Customer,No,Jewelry,Handbag,Gloves,Belt,Backpack,Sunglasses,Standard product recommendation
1076,Premium Customer,No,Sunglasses,Jewelry,Belt,Scarf,Hat,Gloves,Upsell premium / new arrivals
1077,At-Risk Customer,Yes,Coat,Jacket,,,,,Send win-back discount
1078,Regular Customer,Yes,Jacket,Coat,,,,,Send win-back discount
1079,At-Risk Customer,Yes,Sweater,Hoodie,T-shirt,Pants,Shirt,Jeans,Send win-back discount
1080,At-Risk Customer,Yes,Coat,Jacket,,,,,Send win-back discount
1081,Premium Customer,No,Scarf,Hat,Jewelry,Belt,Sunglasses,Gloves,Upsell premium / new arrivals
1082,High-Value New Customer,Yes,Belt,Handbag,Hat,Backpack,Jewelry,Scarf,Send win-back discount
1083,Budget Happy Customer,No,Hat,Backpack,Gloves,Jewelry,Handbag,Belt,Standard product recommendation
1084,Budget Happy Customer,No,Backpack,Belt,Sunglasses,Hat,Scarf,Gloves,Standard product recommendation
1085,At-Risk Customer,Yes,T-shirt,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
1086,Budget Happy Customer,No,Jewelry,Belt,Sunglasses,Hat,Scarf,Backpack,Standard product recommendation
1087,Budget Happy Customer,No,Sunglasses,Hat,Backpack,Jewelry,Handbag,Belt,Standard product recommendation
1088,Budget Happy Customer,Yes,Jeans,Dress,Skirt,Blouse,Socks,Hoodie,Send win-back discount
1089,Regular Customer,Yes,Pants,Shirt,Hoodie,Sweater,Blouse,T-shirt,Send win-back discount
1090,At-Risk Customer,Yes,Backpack,Scarf,Jewelry,Belt,Sunglasses,Gloves,Send win-back discount
1091,At-Risk Customer,Yes,Scarf,Hat,Sunglasses,Backpack,Gloves,Jewelry,Send win-back discount
1092,Loyal Customer,No,Sweater,Blouse,Socks,Jeans,Hoodie,Pants,Upsell premium / new arrivals
1093,Premium Customer,No,Jewelry,Belt,Scarf,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
1094,Regular Customer,No,Sneakers,Sandals,Boots,Shoes,,,Standard product recommendation
1095,Loyal Customer,No,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Belt,Upsell premium / new arrivals
